2,0,0.4,50,0,0.1823227604563578,0.01954703623512085
2,0,0.4,50,1,0.007953282245741747,0.016193758009703473
2,0,0.4,50,2,0.11231343838990351,0.01339857721011078
2,0,0.4,10,0,0.20253434407874973,0.038091331626311266
2,0,0.4,10,1,0.21532234664854547,0.026595583059938078
2,0,0.4,10,2,0.11159248296347676,0.02906979127193117
2,0,0.4,2,0,0.20534473385675284,0.07070454728478198
2,0,0.4,2,1,0.17454800826951794,0.06696472215267402
2,0,0.4,2,2,0.13857419337036184,0.07867193267660419
2,0,0.2,50,0,0.007705041582234024,0.027075030730046534
2,0,0.2,50,1,0.3908536167307791,0.02507918676252667
2,0,0.2,50,2,0.009776692087860394,0.023595510512625612
2,0,0.2,10,0,0.016702922928884447,0.046039197890750276
2,0,0.2,10,1,0.01470329167559665,0.039642638309564215
2,0,0.2,10,2,0.020325741288749876,0.042328305454961086
2,0,0.2,2,0,0.05049374457367181,0.0648189847637446
2,0,0.2,2,1,0.035436157706543486,0.04400822586514218
2,0,0.2,2,2,0.03938856780439837,0.056412179128851866
2,0,0.05,50,0,0.46168682252372945,0.02201079371710236
2,0,0.05,50,1,0.4770138820061465,0.012012590286794638
2,0,0.05,50,2,0.45226049752995107,0.022561178082566403
2,0,0.05,10,0,0.013316276335447696,0.03043836972039765
2,0,0.05,10,1,0.013826137006594122,0.017695867977907932
2,0,0.05,10,2,0.011781683840829154,0.032775329776537285
2,0,0.05,2,0,0.06038743879017047,0.016814789852837277
2,0,0.05,2,1,0.04752006411171103,0.010903103115013574
2,0,0.05,2,2,0.06178519943347514,0.025906365350203513
2,0,0.02,50,0,0.4865440272840815,0.01245921281916383
2,0,0.02,50,1,0.4956034077884782,0.006396728670037308
2,0,0.02,50,2,0.49845153551893356,0.005922115228670153
2,0,0.02,10,0,0.014925489320011925,0.011354235884749504
2,0,0.02,10,1,0.016913594984521375,0.008547810075746903
2,0,0.02,10,2,0.49627810163005115,0.008661628161763557
2,0,0.02,2,0,0.04181293744205081,0.013908826010866142
2,0,0.02,2,1,0.03980606110302299,0.01435157967568762
2,0,0.02,2,2,0.046994397599813414,0.015373136339619117
2,0,0.01,50,0,0.4960188825708198,0.006374921504547902
2,0,0.01,50,1,0.4967454667615721,0.006276311526000293
2,0,0.01,50,2,0.49850250193442297,0.006389082743288263
2,0,0.01,10,0,0.017717466614088975,0.008896938466486625
2,0,0.01,10,1,0.4972339206918156,0.00962116560173725
2,0,0.01,10,2,0.4957659992727185,0.008801279547665082
2,0,0.01,2,0,0.052253497961191636,0.016012406782860773
2,0,0.01,2,1,0.03915904550703768,0.01580396398574861
2,0,0.01,2,2,0.04994649250267338,0.016640166533078506
2,1,0.4,50,0,0.1861972883324698,0.01975820015900742
2,1,0.4,50,1,0.18953173097971499,0.016216386520482698
2,1,0.4,50,2,0.10701884922064311,0.013344248054397085
2,1,0.4,10,0,0.17963902380250474,0.03753438692394383
2,1,0.4,10,1,0.18799463679118059,0.02712950735308628
2,1,0.4,10,2,0.1121152620932209,0.028948754208249838
2,1,0.4,2,0,0.18609605141218846,0.07116307462841046
2,1,0.4,2,1,0.15905498826607672,0.07183578958858759
2,1,0.4,2,2,0.14819985281644277,0.08046655343657094
